gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,AvgMonthlySpend,ServiceCount,ContractRiskScore,ElectronicCheckFlag,TenureGroup,HighSpendFlag,Cluster,RiskSegment
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,0,1673.25,23.79420289855073,2,1,0,1,0,1,Medium Risk
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05,0,1697.4,24.319565217391304,2,1,0,1,0,1,Medium Risk
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,0,2006.0,51.4625,2,3,0,2,0,1,Medium Risk
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,0,2376.0,40.40833333333333,3,1,0,1,0,1,Medium Risk
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,1,377.6,96.8,5,3,0,3,1,2,High Risk
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0,6379.349999999999,88.64014084507042,8,1,0,1,1,0,Low Risk
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65,1,2921.15,76.7472972972973,3,3,0,2,1,2,High Risk
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,3145.9,0,3163.2,98.309375,5,3,0,2,1,2,High Risk
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,2200.7,0,2100.15,56.42820512820512,3,1,0,2,0,1,Medium Risk
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,914.4,0,921.5,24.063157894736843,2,2,1,2,0,1,Medium Risk
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75,0,4651.400000000001,88.03365384615384,4,1,0,1,1,0,Low Risk
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,0,5052.0,104.11458333333331,6,3,0,2,1,0,Low Risk
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,0,4165.0,59.21142857142858,5,1,0,1,0,0,Low Risk
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,1493.55,0,1411.0,74.6775,1,3,0,0,1,2,High Risk
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,0,4125.0,83.58200000000001,7,2,0,1,1,0,Low Risk
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55,1,852.15,47.02894736842105,2,2,0,0,0,1,Medium Risk
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0,0,1540.0,64.44,4,2,0,2,0,1,Medium Risk
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0,588.5999999999999,49.42083333333333,2,3,0,3,0,1,Medium Risk
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,1,4120.35,109.86666666666667,6,3,1,2,1,0,Low Risk
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,1,522.5500000000001,77.79285714285713,2,3,0,3,1,2,High Risk
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,0,1523.75,66.68695652173913,5,2,0,0,1,2,High Risk
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0,523.8,19.62222222222222,1,3,1,2,0,1,Medium Risk
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3865.6,0,4044.35,82.2468085106383,3,3,0,2,1,2,High Risk
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,515.75,0,497.9,19.83653846153846,1,1,0,2,0,1,Medium Risk
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,1,905.8,67.21428571428571,4,3,0,0,0,1,Medium Risk
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,1133.65,1,1144.55,103.05909090909093,6,3,0,3,1,2,High Risk
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,48.35,0,38.5,24.175,1,3,0,3,0,1,Medium Risk
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,2070.05,0,2130.7000000000003,79.6173076923077,3,3,1,2,1,2,High Risk
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,0,8254.800000000001,115.74930555555557,8,1,0,1,1,0,Low Risk
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0,1260.0,19.194444444444443,1,1,0,1,0,1,Medium Risk
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,0,1405.8,19.66549295774648,1,1,0,1,0,1,Medium Risk
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35,0,716.6500000000001,65.75909090909092,4,3,0,3,1,2,High Risk
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,0,275.1,16.33214285714286,1,2,0,0,0,1,Medium Risk
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,0,1156.35,89.36538461538461,8,1,0,0,1,2,High Risk
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35,0,121.2,16.391666666666666,1,3,0,3,0,1,Medium Risk
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,0,827.2,70.48181818181818,2,3,0,3,1,2,High Risk
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,1074.65,0,1022.4,59.70277777777778,3,3,0,0,0,1,Medium Risk
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,35.55,1,35.55,35.55,1,3,1,3,0,1,Medium Risk
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7,0,2416.0,72.646875,2,3,0,2,1,2,High Risk
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,0,1032.4,36.98620689655172,2,2,0,2,0,1,Medium Risk
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,170.5,0,180.75,56.833333333333336,3,3,1,3,0,1,Medium Risk
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,1,190.3,98.45,4,3,1,3,1,2,High Risk
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85,1,1256.45,89.44999999999999,4,3,0,0,1,2,High Risk
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85,0,1654.35,40.92317073170732,2,3,1,2,0,1,Medium Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85,0,18.85,18.85,1,3,1,3,0,1,Medium Risk
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,370.4,0,383.95,52.91428571428571,2,3,0,3,0,1,Medium Risk
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,3410.6,0,3343.6,65.58846153846153,4,2,0,1,0,1,Medium Risk
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1138.8,0,1109.25,25.306666666666665,2,1,0,2,0,1,Medium Risk
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25,0,5327.0,75.20357142857142,6,1,0,1,1,0,Low Risk
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0,991.1,18.975471698113207,1,1,0,1,0,1,Medium Risk
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,0,6072.900000000001,95.7508064516129,5,2,0,1,1,0,Low Risk
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0,5646.0,91.265,5,3,0,1,1,0,Low Risk
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,224.05,1,241.2,74.68333333333334,2,3,1,3,1,2,High Risk
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05,0,2187.3,101.13260869565218,4,3,1,0,1,2,High Risk
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35,1,31.35,31.35,1,3,0,3,0,1,Medium Risk
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,0,4847.45,74.5,5,2,0,1,1,0,Low Risk
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,1,1077.0,87.7,4,3,0,3,1,2,High Risk
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2,0,5871.7,82.12957746478872,7,1,0,1,1,0,Low Risk
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0,497.5,20.432,1,2,0,2,0,1,Medium Risk
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,283.95,0,269.0,56.79,3,3,1,3,0,1,Medium Risk
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,0,1340.3,49.823076923076925,2,2,0,2,0,1,Medium Risk
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,19.65,0,19.65,19.65,1,2,0,3,0,1,Medium Risk
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,0,3083.5,43.02357142857143,3,2,0,1,0,1,Medium Risk
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,0,8208.0,112.4048611111111,8,1,1,1,1,0,Low Risk
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,1,5664.0,93.50416666666666,4,2,1,1,1,0,Low Risk
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65,0,3212.8,100.5515625,5,3,1,2,1,2,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,1,19.85,19.85,1,3,1,3,0,1,Medium Risk
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2,0,759.5,55.22857142857144,3,2,0,0,0,1,Medium Risk
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35,0,1040.0,79.18076923076923,3,3,0,0,1,2,High Risk
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,1,659.4000000000001,111.575,7,3,0,3,1,2,High Risk
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3593.8,0,3643.2,78.12608695652175,6,1,0,2,1,0,Low Risk
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95,1,1520.25,103.59666666666666,5,3,1,0,1,2,High Risk
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,0,4054.9,91.93372093023255,5,3,1,2,1,2,High Risk
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0,1942.2,50.542307692307695,2,1,0,2,0,1,Medium Risk
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1,1261.05,58.86428571428572,3,3,0,0,0,1,Medium Risk
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,0,3063.75,56.07017543859649,4,3,1,1,0,1,Medium Risk
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,0,4952.85,91.92830188679244,4,2,1,1,1,0,Low Risk
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,1500.5,0,1582.2,83.36111111111111,4,3,0,0,1,2,High Risk
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,1,60.15,60.15,3,3,1,3,0,1,Medium Risk
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75,0,3540.9,59.97844827586207,4,2,0,1,0,1,Medium Risk
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,0,7387.55,104.4161971830986,5,1,0,1,1,0,Low Risk
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3532.0,0,3473.75,100.91428571428573,5,2,1,2,1,2,High Risk
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,256.75,0,257.1,85.58333333333333,3,3,0,3,1,2,High Risk
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0,3984.3,102.29605263157896,6,2,1,2,1,0,Low Risk
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2490.15,0,2420.25,71.14714285714285,6,1,0,2,1,0,Low Risk
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,1,633.15,84.77857142857144,4,3,1,3,1,2,High Risk
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,0,3499.15,74.6872340425532,5,1,0,2,1,0,Low Risk
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,765.45,0,706.3000000000001,54.675,2,3,1,0,0,1,Medium Risk
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,1259.35,0,1200.0,62.9675,3,3,1,0,0,1,Medium Risk
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,0,5626.5,83.91439393939395,7,1,1,1,1,0,Low Risk
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,340.85,0,291.75,22.723333333333336,1,3,0,0,0,1,Medium Risk
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,844.45,0,871.5,20.10595238095238,1,1,0,2,0,1,Medium Risk
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,0,1341.3000000000002,79.35000000000001,3,3,1,0,1,2,High Risk
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0,0,3866.5,102.10810810810813,6,2,0,2,1,0,Low Risk
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,611.65,0,592.8,50.97083333333333,2,3,1,3,0,1,Medium Risk
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4867.95,1,4995.25,91.84811320754716,4,2,0,1,1,0,Low Risk
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,0,1500.0,25.084166666666665,2,1,0,1,0,1,Medium Risk
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0,459.9,25.991666666666667,0,3,0,0,0,1,Medium Risk
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,1,74.9,74.9,2,3,1,3,1,2,High Risk
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,194.2,0,210.45,64.73333333333333,1,3,1,3,1,2,High Risk
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,571.45,0,624.6,63.49444444444445,4,3,0,3,1,2,High Risk
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,1,80.25,80.25,2,3,1,3,1,2,High Risk
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,0,5216.400000000001,93.82053571428573,5,2,1,1,1,0,Low Risk
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,1,1173.0,67.62647058823529,1,3,1,0,1,2,High Risk
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,1,729.8499999999999,67.34545454545454,4,3,1,3,1,2,High Risk
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0,486.85,74.47857142857143,1,3,1,3,1,2,High Risk
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,0,1393.8,20.473188405797103,1,1,0,1,0,1,Medium Risk
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,1532.45,1,1634.0,80.65526315789474,3,3,0,0,1,2,High Risk
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,250.05,1,240.9,83.35000000000001,2,3,1,3,1,2,High Risk
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,1090.6,0,1101.6,20.196296296296296,1,1,0,1,0,1,Medium Risk
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,1446.8,0,1472.5,23.335483870967742,2,2,0,1,0,1,Medium Risk
1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,2282.55,1,2173.2,95.10625,4,3,0,0,1,2,High Risk
0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,0,4367.900000000001,69.36209677419355,4,3,0,1,1,0,Low Risk
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,1111.2,0,1117.75,65.36470588235295,4,3,0,0,1,2,High Risk
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,190.1,0,221.4,21.12222222222222,0,3,0,3,0,1,Medium Risk
1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75,0,4432.0,69.49609375,5,1,0,1,1,0,Low Risk
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35,1,151.8,71.675,2,3,1,3,1,2,High Risk
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,45.85,45.85,1,3,0,3,0,1,Medium Risk
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2,1,799.2,50.6375,3,3,1,0,0,1,Medium Risk
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05,0,1774.8,25.41736111111111,2,1,0,1,0,1,Medium Risk
1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2820.65,0,2712.0,94.02166666666668,5,2,0,2,1,2,High Risk
0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4847.35,0,4941.65,98.92551020408165,5,3,0,1,1,0,Low Risk
1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0,4596.349999999999,77.52950819672131,6,1,0,1,1,0,Low Risk
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45,0,4098.400000000001,85.47765957446808,4,3,1,2,1,2,High Risk
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,1398.6,0,1288.0,69.92999999999999,4,3,0,0,0,1,Medium Risk
1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3,1,2662.2,75.42058823529412,2,3,1,2,1,2,High Risk
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9,0,1729.0,24.08428571428572,2,1,0,1,0,1,Medium Risk
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65,0,5715.9,107.90092592592592,6,2,1,1,1,0,Low Risk
1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,0,5996.3,99.4516393442623,6,2,0,1,1,0,Low Risk
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1,230.85,76.13333333333334,2,3,1,3,1,2,High Risk
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2,0,252.85,20.784615384615385,1,2,0,0,0,1,Medium Risk
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2,1,1538.4,95.575,4,3,1,0,1,2,High Risk
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,168.6,0,176.10000000000002,56.2,3,3,0,3,0,1,Medium Risk
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35,0,503.75,21.454,1,3,0,2,0,1,Medium Risk
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45,0,1935.0,62.94833333333334,4,3,0,2,0,1,Medium Risk
0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,629.35,0,598.5,29.969047619047625,1,3,1,0,0,1,Medium Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,45.3,45.3,1,3,1,3,0,1,Medium Risk
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,289.3,1,291.0,19.28666666666667,1,3,0,0,0,1,Medium Risk
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,2117.25,0,2080.35,92.05434782608695,3,3,1,0,1,2,High Risk
0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0,4731.75,105.1311111111111,6,3,1,2,1,0,Low Risk
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,2033.05,0,1995.6,84.71041666666666,4,2,0,0,1,2,High Risk
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95,1,991.65,89.81363636363636,4,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1,45.05,45.05,1,3,0,3,0,1,Medium Risk
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35,0,5779.2,102.57767857142858,6,1,0,1,1,0,Low Risk
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,75.8,1,75.8,75.8,2,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,19.45,19.45,1,3,1,3,0,1,Medium Risk
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,1,555.1,74.73571428571428,2,3,1,3,1,2,High Risk
0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4805.3,0,4884.0,87.36909090909091,4,1,0,1,1,0,Low Risk
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05,1,61.8,29.525,1,3,1,3,0,1,Medium Risk
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75,0,6184.8,84.87152777777777,7,1,0,1,1,0,Low Risk
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,0,1539.0000000000002,35.48,1,2,1,2,0,1,Medium Risk
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1046.2,0,947.05,22.25957446808511,1,1,0,2,0,1,Medium Risk
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,4424.2,1,4381.5,96.1782608695652,4,2,0,2,1,0,Low Risk
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,92.75,0,100.6,46.375,2,3,0,3,0,1,Medium Risk
0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,194.55,0,160.3,97.275,3,3,1,3,1,2,High Risk
0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,612.1,0,615.0,51.00833333333333,2,3,1,3,0,1,Medium Risk
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,1,6092.799999999999,90.11176470588236,4,3,0,1,1,0,Low Risk
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,6671.7,0,6568.8,96.69130434782608,4,1,0,1,1,0,Low Risk
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0,5308.8,94.00535714285716,4,2,0,1,1,0,Low Risk
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7,0,321.0,75.925,3,3,1,3,1,2,High Risk
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,0,4870.4,75.29375,6,1,0,1,1,0,Low Risk
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,6448.05,1,6498.85,109.28898305084746,7,2,1,1,1,0,Low Risk
1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,7159.05,0,7164.099999999999,115.46854838709676,8,1,0,1,1,0,Low Risk
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0,1552.9499999999998,24.99206349206349,2,1,0,1,0,1,Medium Risk
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,0,2840.8,54.32452830188679,5,2,1,1,0,1,Medium Risk
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,86.05,0,97.25,17.21,1,3,0,3,0,1,Medium Risk
1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,4159.45,0,4321.8,84.88673469387754,5,3,1,1,1,0,Low Risk
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,0,6271.3,107.0701612903226,5,1,0,1,1,0,Low Risk
0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,3112.05,0,3124.0,56.58272727272728,4,1,0,1,0,1,Medium Risk
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,0,7057.400000000001,100.9612676056338,6,1,1,1,1,0,Low Risk
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,1326.25,0,1447.2,18.42013888888889,1,1,0,1,0,1,Medium Risk
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,2234.55,0,2185.2000000000003,62.07083333333334,5,2,0,2,0,1,Medium Risk
1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,495.15,0,523.75,19.806,1,2,0,2,0,1,Medium Risk
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,8317.95,0,8269.199999999999,115.52708333333334,8,1,0,1,1,0,Low Risk
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,0,693.0,18.883333333333333,1,2,0,2,0,1,Medium Risk
1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,62.8,0,62.8,62.8,3,3,0,3,0,1,Medium Risk
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544.0,0,7596.0,104.77777777777776,6,1,1,1,1,0,Low Risk
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1188.25,0,1171.15,20.139830508474574,1,1,0,1,0,1,Medium Risk
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7,1,626.5,96.67142857142858,3,3,1,3,1,2,High Risk
0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,74.1,0,74.1,74.1,5,2,0,3,1,2,High Risk
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,3242.5,0,3225.0,108.08333333333331,7,3,1,2,1,2,High Risk
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1240.15,0,1251.2,19.37734375,1,1,0,1,0,1,Medium Risk
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,4111.35,0,4334.4,65.25952380952381,6,2,0,1,1,0,Low Risk
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,0,6080.400000000001,81.94236111111111,7,1,0,1,1,0,Low Risk
